drift_mode,algorithm,planning_steps,model_mode,half_life,is_oracle,reward_mean,reward_ci95,stale_mean,stale_ci95,model_error_mean,planning_abs_td_mean,q_norm_mean,n_seeds
stochastic,dyna_5_recency_error_gate,5,recency_error_gate,750.0,False,0.014460750184643411,0.002491399894620755,0.4657841956658599,0.016509524064563286,0.01338660173823201,0.06070926613541401,13.519809248866077,10
stochastic,dyna_5_recency_error_gate,5,recency_error_gate,1500.0,False,0.014899424312466927,0.004171843063382889,0.49782665958715244,0.0170958020877898,0.013195416204719068,0.05348052183384957,16.436704523261337,10
stochastic,dyna_20_keep_model,20,keep_model,0.0,False,0.02811396917962653,0.012113552206314776,0.5579656472755586,0.04170617441254013,0.013002439106397678,0.026987822833048798,19.735570741750184,10
stochastic,dyna_20_oracle_flush,20,oracle_flush,0.0,True,0.006814362453487174,0.00784980700249346,0.0,0.0,0.0,0.04769342246736814,13.954423663559954,10
stochastic,dyna_20_recency_aging,20,recency_aging,100.0,False,0.0033844161221561696,0.008243371125555237,0.3350893733371918,0.01641618781591763,0.0167687768630525,0.05939740593981957,12.4480407557652,10
stochastic,dyna_20_recency_aging,20,recency_aging,250.0,False,0.002593058441855497,0.0069249713291106105,0.4006675566134431,0.014547716621080788,0.01711453127530404,0.05406905680578892,13.118944616358675,10
stochastic,dyna_20_recency_aging,20,recency_aging,750.0,False,0.012741134160021556,0.0044837892637641374,0.4518315547009871,0.013656851919677875,0.016743268910244205,0.04752596417037414,16.583592841895346,10
stochastic,dyna_20_recency_aging,20,recency_aging,1500.0,False,0.02495225628867964,0.011130694093782319,0.45611608178727375,0.02616117368499421,0.015367287521483624,0.044033248476179496,20.88709848777312,10
stochastic,dyna_20_recency_error_gate,20,recency_error_gate,100.0,False,0.00233466282668074,0.003237181883229985,0.3375658862753559,0.017968295804655202,0.017301153069653023,0.05799059132985346,13.150426042556557,10
stochastic,dyna_20_recency_error_gate,20,recency_error_gate,250.0,False,0.003576990108913482,0.00418072015441078,0.40123361480939745,0.016015844200785567,0.017180422563090818,0.05428273015816609,13.50883087003495,10
stochastic,dyna_20_recency_error_gate,20,recency_error_gate,750.0,False,0.011070991998042134,0.006769929398437785,0.44868345666511134,0.013663162644231569,0.017582362399753856,0.04492631596178335,16.393987754117926,10
stochastic,dyna_20_recency_error_gate,20,recency_error_gate,1500.0,False,0.0226963378591482,0.011779820516568914,0.4555948740265811,0.026858207858875573,0.015883023577465714,0.04457920081546448,19.050011186919253,10
